0.5,20.943951023932,0.610865238198015,25,100
0.5,20.943951023932,0.698131700797732,25,99
0.5,20.943951023932,0.785398163397448,25,99
0.5,20.943951023932,0.872664625997165,25,99
0.5,20.943951023932,0.959931088596881,25,99
0.5,20.943951023932,1.0471975511966,26,62
0.5,20.943951023932,1.13446401379631,29,25
0.5,20.943951023932,2.18166156499291,25,97
0.5,20.943951023932,2.26892802759263,25,97
0.5,20.943951023932,2.35619449019234,25,97
0.5,20.943951023932,2.44346095279206,25,97
0.5,20.943951023932,2.53072741539178,25,96
0.5,20.943951023932,2.61799387799149,24,62
0.5,20.943951023932,2.70526034059121,21,25
0.5,20.943951023932,3.75245789178781,25,92
0.5,20.943951023932,3.83972435438753,25,92
0.5,20.943951023932,3.92699081698724,25,92
0.5,20.943951023932,4.01425727958696,25,91
0.5,20.943951023932,4.10152374218667,25,91
0.5,20.943951023932,4.18879020478639,26,59
0.5,20.943951023932,4.27605666738611,29,24
0.5,20.943951023932,5.32325421858271,25,84
0.5,20.943951023932,5.41052068118242,25,84
0.5,20.943951023932,5.49778714378214,25,83
0.5,20.943951023932,5.58505360638185,25,83
0.5,20.943951023932,5.67232006898157,25,82
0.5,20.943951023932,5.75958653158129,24,59
0.5,20.943951023932,5.846852994181,21,24
0.5,41.8879020478639,0.610865238198015,25,99
0.5,41.8879020478639,0.698131700797732,25,99
0.5,41.8879020478639,0.785398163397448,25,99
0.5,41.8879020478639,0.872664625997165,25,99
0.5,41.8879020478639,0.959931088596881,25,99
0.5,41.8879020478639,1.0471975511966,25,99
0.5,41.8879020478639,1.13446401379631,26,61
0.5,41.8879020478639,1.22173047639603,26,61
0.5,41.8879020478639,1.30899693899575,27,29
0.5,41.8879020478639,2.18166156499291,25,97
0.5,41.8879020478639,2.26892802759263,25,96
0.5,41.8879020478639,2.35619449019234,25,96
0.5,41.8879020478639,2.44346095279206,25,96
0.5,41.8879020478639,2.53072741539178,25,96
0.5,41.8879020478639,2.61799387799149,25,95
0.5,41.8879020478639,2.70526034059121,24,61
0.5,41.8879020478639,2.79252680319093,24,61
0.5,41.8879020478639,2.87979326579064,23,29
0.5,41.8879020478639,3.75245789178781,25,91
0.5,41.8879020478639,3.83972435438753,25,91
0.5,41.8879020478639,3.92699081698724,25,91
0.5,41.8879020478639,4.01425727958696,25,90
0.5,41.8879020478639,4.10152374218667,25,90
0.5,41.8879020478639,4.18879020478639,25,89
0.5,41.8879020478639,4.27605666738611,26,58
0.5,41.8879020478639,4.36332312998582,26,58
0.5,41.8879020478639,4.45058959258554,27,28
0.5,41.8879020478639,5.32325421858271,25,83
0.5,41.8879020478639,5.41052068118242,25,82
0.5,41.8879020478639,5.49778714378214,25,82
